	Time	Day_of_week	Age_of_driver	Gender_of_driver	Educational_level	Vehicle_driver_relation	Driving_experience	Owner_of_vehicle	Area_accident_occured	Lanes_or_Medians	Road_allignment	Types_of_Junction	Road_surface_type	Road_surface_conditions	Light_conditions	Weather_conditions	Type_of_collision	Number_of_vehicles_involved	Number_of_casualties	Vehicle_movement	Pedestrian_movement	Cause_of_accident	Accident_severity
7916	8:00:00	Wednesday	18-30	Male	High school	Employee	2-5yr	Owner	 Church areas	other	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - light	Other	Vehicle with vehicle collision	2	1	Going straight	Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle	Overtaking	Slight Injury
7917	8:00:00	Wednesday	18-30	Male	Junior high school	Employee	1-2yr	Owner	Residential areas	other	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - light	Other	Vehicle with vehicle collision	2	1	Moving Backward	Unknown or other	Overloading	Slight Injury
7918	12:58:00	Thursday	18-30	Male	High school	Employee	5-10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Snow	Daylight	Snow	Vehicle with vehicle collision	2	5	Going straight	Not a Pedestrian	Other	Slight Injury
7919	12:58:00	Thursday	18-30	Male	Elementary school	Employee	2-5yr	Owner	  Recreational areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Snow	Daylight	Snow	Vehicle with vehicle collision	2	5	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
7920	12:58:00	Thursday	18-30	Male	Junior high school	Employee	1-2yr	Governmental	Office areas	other	Tangent road with mild grade and flat terrain	No junction	Asphalt roads	Snow	Daylight	Snow	Vehicle with vehicle collision	2	5	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
7921	12:58:00	Thursday	18-30	Male	Elementary school	Employee	1-2yr	Owner	 Industrial areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Snow	Daylight	Snow	Vehicle with vehicle collision	2	5	Going straight	Unknown or other	Moving Backward	Slight Injury
7922	12:58:00	Thursday	18-30	Male	High school	Employee	No Licence	Owner	 Industrial areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Snow	Daylight	Snow	Vehicle with vehicle collision	2	5	Going straight	Unknown or other	Changing lane to the left	Slight Injury
7923	12:58:00	Thursday	18-30	Male	Junior high school	Owner	5-10yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Snow	Daylight	Snow	Vehicle with vehicle collision	2	5	Going straight	Unknown or other	No priority to pedestrian	Slight Injury
7924	9:00:00	Tuesday	31-50	Male	Junior high school	Employee	1-2yr	Governmental	Residential areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	No distancing	Serious Injury
7925	17:00:00	Thursday	31-50	Female	Junior high school	Employee	2-5yr	Owner	 Industrial areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
7926	15:08:00	Tuesday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
7927	8:59:00	Thursday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
7928	8:59:00	Thursday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
7929	14:20:00	Friday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Office areas	Double carriageway (median)	Escarpments	Crossing	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Other	Not a Pedestrian	Changing lane to the right	Slight Injury
7930	14:20:00	Friday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	other	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Other	Not a Pedestrian	No priority to pedestrian	Slight Injury
7931	16:37:00	Friday	18-30	Male	Junior high school	Owner	Above 10yr	Owner	Office areas	Undivided Two way	Escarpments	No junction	Asphalt roads	Dry	Daylight	Normal	Collision with pedestrians	2	1	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
7932	16:37:00	Friday	31-50	Male	Junior high school	Owner	Above 10yr	Owner	Office areas	One way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
7933	7:17:00	Wednesday	31-50	Male	Elementary school	Owner	Above 10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	O Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Getting off	Not a Pedestrian	Overtaking	Slight Injury
7934	7:17:00	Wednesday	31-50	Male	Elementary school	Owner	Above 10yr	Owner	Office areas	other	Tangent road with flat terrain	O Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
7935	17:15:00	Sunday	31-50	Male	Junior high school	Owner	5-10yr	Owner	Residential areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
7936	17:15:00	Sunday	18-30	Male	Junior high school	Owner	Above 10yr	Owner	Residential areas	One way	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Overtaking	Slight Injury
7937	13:40:00	Tuesday	Over 51	Male	High school	Owner	Above 10yr	Owner	Other	One way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Other	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Overloading	Slight Injury
7938	13:40:00	Tuesday	Over 51	Male	High school	Owner	Above 10yr	Owner	 Church areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Other	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Other	Slight Injury
7939	9:51:00	Thursday	Over 51	Male	Elementary school	Employee	5-10yr	Owner	  Recreational areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Rollover	2	2	Getting off	Not a Pedestrian	No priority to vehicle	Serious Injury
7940	9:51:00	Thursday	31-50	Male	Elementary school	Owner	Above 10yr	Owner	 Industrial areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	2	Going straight	Not a Pedestrian	Changing lane to the right	Serious Injury
7941	0:25:00	Monday	Under 18	Male	Junior high school	Owner	Below 1yr	Owner	Residential areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Other	Vehicle with vehicle collision	1	2	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
7942	0:25:00	Monday	Under 18	Male	Junior high school	Owner	2-5yr	Owner	Residential areas	other	Tangent road with rolling terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Other	Collision with roadside objects	1	2	Other	Not a Pedestrian	Changing lane to the left	Slight Injury
7943	19:41:00	Thursday	18-30	Male	Junior high school	Owner	2-5yr	Owner	Office areas	Double carriageway (median)	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Raining	Vehicle with vehicle collision	3	1	Going straight	Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle	No priority to pedestrian	Serious Injury
7944	19:41:00	Thursday	31-50	Male	High school	Owner	5-10yr	Owner	  Market areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Raining	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	No distancing	Serious Injury
7945	19:41:00	Thursday	18-30	Male	Junior high school	Owner	5-10yr	Owner	  Market areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Raining	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	No priority to vehicle	Serious Injury
7946	16:00:00	Tuesday	31-50	Male	Junior high school	Owner	Below 1yr	Owner	 Industrial areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	No distancing	Serious Injury
7947	7:45:00	Monday	31-50	Female	Elementary school	Owner	Above 10yr	Owner	Residential areas	Two-way (divided with solid lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Moving Backward	Serious Injury
7948	7:45:00	Monday	31-50	Male	Elementary school	Owner	Below 1yr	Governmental	Residential areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Reversing	Not a Pedestrian	Overtaking	Serious Injury
7949	12:32:00	Wednesday	18-30	Male	Junior high school	Owner	5-10yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Other	Not a Pedestrian	Changing lane to the left	Slight Injury
7950	12:32:00	Wednesday	18-30	Male	Junior high school	Owner	5-10yr	Governmental	Residential areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	2	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
7951	12:32:00	Wednesday	18-30	Male	Junior high school	Owner	5-10yr	Owner	Rural village areas	Undivided Two way	Gentle horizontal curve	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Going straight	Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle	Overtaking	Slight Injury
7952	8:20:00	Tuesday	18-30	Male	Junior high school	Employee	1-2yr	Owner	Rural village areas	Undivided Two way	Gentle horizontal curve	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Overloading	Slight Injury
7953	8:20:00	Tuesday	31-50	Male	High school	Owner	5-10yr	Owner	Office areas	Double carriageway (median)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Other	Slight Injury
7954	21:30:00	Sunday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	Undivided Two way	Gentle horizontal curve	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
7955	21:30:00	Sunday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
7956	18:00:00	Tuesday	18-30	Male	Junior high school	Employee	5-10yr	Owner	 Outside rural areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
7957	18:00:00	Tuesday	Over 51	Male	Junior high school	Employee	Above 10yr	Owner	Residential areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
7958	17:00:00	Thursday	Over 51	Male	Junior high school	Employee	5-10yr	Owner	 Church areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Raining	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No priority to pedestrian	Slight Injury
7959	17:00:00	Thursday	18-30	Male	Junior high school	Employee	No Licence	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Raining	Vehicle with vehicle collision	2	1	Moving Backward	Not a Pedestrian	No distancing	Slight Injury
7960	16:00:00	Friday	18-30	Male	Above high school	Employee	Below 1yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with mountainous terrain and	Y Shape	Asphalt roads	Dry	Daylight	Raining	Vehicle with vehicle collision	2	1	Moving Backward	Not a Pedestrian	No priority to vehicle	Slight Injury
7961	16:00:00	Friday	18-30	Male	Elementary school	Employee	5-10yr	Governmental	Office areas	Two-way (divided with broken lines road marking)	Escarpments	Y Shape	Asphalt roads	Dry	Daylight	Raining	Vehicle with vehicle collision	2	1	Turnover	Not a Pedestrian	No distancing	Slight Injury
7962	16:40:00	Saturday	Over 51	Male	Elementary school	Employee	5-10yr	Owner	Other	Undivided Two way	Tangent road with mountainous terrain and	No junction	Asphalt roads	Dry	Daylight	Normal	Rollover	1	1	Other	Not a Pedestrian	No distancing	Slight Injury
7963	16:41:00	Saturday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	3	1	Other	Not a Pedestrian	Moving Backward	Slight Injury
7964	16:41:00	Saturday	31-50	Male	High school	Employee	5-10yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
7965	12:56:00	Monday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No priority to pedestrian	Slight Injury
7966	15:55:00	Saturday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Other	Undivided Two way	Tangent road with mild grade and flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Other	Not a Pedestrian	Moving Backward	Slight Injury
7967	15:55:00	Saturday	31-50	Male	Writing & reading	Employee	5-10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Other	Not a Pedestrian	Getting off the vehicle improperly	Slight Injury
7968	10:15:00	Wednesday	31-50	Male	Junior high school	Employee	Above 10yr	Governmental	Other	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	Overtaking	Slight Injury
7969	8:03:00	Friday	18-30	Male	Junior high school	Employee	1-2yr	Owner	Other	Double carriageway (median)	Tangent road with mild grade and flat terrain	Y Shape	Asphalt roads with some distress	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Reversing	Not a Pedestrian	Overloading	Slight Injury
7970	8:03:00	Friday	31-50	Male	Writing & reading	Employee	Below 1yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Rollover	2	1	Other	Not a Pedestrian	Changing lane to the right	Slight Injury
7971	20:35:00	Thursday	18-30	Male	Elementary school	Employee	1-2yr	Owner	 Church areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - no light	Normal	Rollover	2	1	Turnover	Not a Pedestrian	Improper parking	Slight Injury
7972	20:35:00	Thursday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - no light	Normal	Collision with pedestrians	2	1	Going straight	Not a Pedestrian	Other	Slight Injury
7973	17:15:00	Thursday	18-30	Male	Junior high school	Employee	1-2yr	Organization	 Industrial areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
7974	21:10:00	Thursday	18-30	Male	Elementary school	Owner	5-10yr	Owner	Residential areas	Double carriageway (median)	Tangent road with flat terrain	No junction	Gravel roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle	Changing lane to the right	Slight Injury
7975	21:10:00	Thursday	31-50	Male	Junior high school	Employee	2-5yr	Governmental	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No priority to pedestrian	Slight Injury
7976	22:32:00	Wednesday	18-30	Male	Junior high school	Owner	Below 1yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - light	Normal	Collision with pedestrians	2	1	Going straight	Not a Pedestrian	Overspeed	Slight Injury
7977	22:32:00	Wednesday	31-50	Male	Writing & reading	Employee	5-10yr	Owner	 Industrial areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - light	Normal	Collision with pedestrians	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
7978	8:30:00	Wednesday	31-50	Male	Writing & reading	Employee	5-10yr	Owner	 Industrial areas	Double carriageway (median)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
7979	8:30:00	Wednesday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
7980	8:30:00	Wednesday	31-50	Male	Junior high school	Employee	2-5yr	Organization	 Hospital areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
7981	8:30:00	Wednesday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	One way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	3	1	Other	Not a Pedestrian	No priority to pedestrian	Slight Injury
7982	8:30:00	Wednesday	31-50	Male	Junior high school	Employee	5-10yr	Owner	 Church areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
7983	15:33:00	Monday	31-50	Male	Junior high school	Employee	Above 10yr	Organization	 Hospital areas	Undivided Two way	Tangent road with mountainous terrain and	Crossing	Asphalt roads	Wet or damp	Daylight	Raining	Collision with roadside objects	2	1	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
7984	15:33:00	Monday	Under 18	Male	Junior high school	Employee	2-5yr	Owner	Office areas	other	Tangent road with flat terrain	Crossing	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	1	Moving Backward	Not a Pedestrian	Other	Slight Injury
7985	14:07:00	Wednesday	31-50	Male	Junior high school	Employee	Below 1yr	Owner	Other	Two-way (divided with broken lines road marking)	Escarpments	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	3	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
7986	14:07:00	Wednesday	18-30	Male	Junior high school	Employee	Below 1yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	3	Moving Backward	Not a Pedestrian	Changing lane to the left	Slight Injury
7987	14:07:00	Wednesday	18-30	Male	Junior high school	Owner	5-10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with mountainous terrain and	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	3	Other	Not a Pedestrian	Driving carelessly	Slight Injury
7988	14:07:00	Wednesday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Other	Double carriageway (median)	Steep grade downward with mountainous terrain	No junction	Earth roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	3	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
7989	11:30:00	Saturday	31-50	Male	Elementary school	Employee	Below 1yr	Owner	Office areas	Undivided Two way	Tangent road with mild grade and flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Reversing	Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle	No priority to vehicle	Slight Injury
7990	11:30:00	Saturday	31-50	Male	Junior high school	Employee	2-5yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
7991	17:05:00	Thursday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Other	Not a Pedestrian	Changing lane to the right	Slight Injury
7992	13:45:00	Wednesday	31-50	Male	High school	Employee	Above 10yr	Owner	Office areas	Double carriageway (median)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Other	Not a Pedestrian	Changing lane to the right	Slight Injury
7993	13:45:00	Wednesday	31-50	Male	High school	Employee	Above 10yr	Owner	Office areas	Undivided Two way	Tangent road with mountainous terrain and	Crossing	Earth roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Other	Not a Pedestrian	Driving at high speed	Slight Injury
7994	7:10:00	Sunday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Office areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Stopping	Not a Pedestrian	No distancing	Serious Injury
7995	16:53:00	Wednesday	18-30	Female	Elementary school	Employee	1-2yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with mild grade and flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Other	Not a Pedestrian	Changing lane to the right	Slight Injury
7996	16:53:00	Wednesday	18-30	Male	Elementary school	Employee	5-10yr	Owner	 Church areas	Undivided Two way	Tangent road with flat terrain	No junction	Earth roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Other	Not a Pedestrian	Changing lane to the left	Slight Injury
7997	16:53:00	Wednesday	18-30	Male	Junior high school	Employee	5-10yr	Owner	 Industrial areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	2	Other	Not a Pedestrian	Getting off the vehicle improperly	Slight Injury
7998	15:25:00	Saturday	Under 18	Male	Junior high school	Employee	1-2yr	Owner	Office areas	Double carriageway (median)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Other	Slight Injury
7999	15:25:00	Saturday	18-30	Male	Junior high school	Owner	5-10yr	Owner	 Church areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Other	Slight Injury
8000	15:30:00	Friday	18-30	Female	High school	Owner	Above 10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
8001	10:50:00	Saturday	18-30	Male	High school	Owner	Below 1yr	Owner	Office areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No priority to vehicle	Serious Injury
8002	10:50:00	Saturday	18-30	Male	Writing & reading	Owner	5-10yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Overtaking	Serious Injury
8003	15:48:00	Sunday	18-30	Male	Above high school	Employee	Above 10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No priority to pedestrian	Slight Injury
8004	15:48:00	Sunday	18-30	Male	High school	Employee	Below 1yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
8005	18:40:00	Sunday	18-30	Male	Junior high school	Employee	1-2yr	Owner	Office areas	Double carriageway (median)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	2	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
8006	18:40:00	Sunday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	Double carriageway (median)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	2	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
8007	18:40:00	Sunday	18-30	Male	Junior high school	Owner	Above 10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	2	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
8008	23:50:00	Thursday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	Overtaking	Slight Injury
8009	12:25:00	Thursday	Under 18	Male	Junior high school	Employee	No Licence	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads with some distress	Dry	Daylight	Normal	Collision with roadside objects	2	1	Reversing	Not a Pedestrian	Other	Slight Injury
8010	12:25:00	Thursday	31-50	Male	Junior high school	Employee	1-2yr	Owner	 Church areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Driving to the left	Slight Injury
8011	18:30:00	Thursday	18-30	Male	Illiterate	Owner	1-2yr	Governmental	 Church areas	Double carriageway (median)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Collision with pedestrians	2	1	Other	Not a Pedestrian	Driving at high speed	Slight Injury
8012	18:30:00	Thursday	18-30	Male	Junior high school	Owner	Below 1yr	Owner	Residential areas	Double carriageway (median)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Other	Not a Pedestrian	Driving at high speed	Slight Injury
8013	8:45:00	Wednesday	31-50	Male	Junior high school	Owner	1-2yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with mild grade and flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Getting off	Not a Pedestrian	Moving Backward	Serious Injury
